,股票名稱,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
5481,新華,28.4,44.2,28.55,41.3,30.45,15.85,16.55,19.0,16.3,11.3,9.49,22.0,21.9,18.5,27.25,43.65,25.2,18.95,131.5
5483,中美晶,17.5,28.9,87.9,104.0,375.0,267.0,95.7,116.5,146.0,69.6,52.7,62.4,55.1,47.65,90.7,153.5,105.0,184.0,15.2
5484,慧友,54.5,69.0,54.2,41.0,67.0,39.6,28.6,28.3,18.9,13.5,14.6,15.3,10.6,9.04,6.72,7.05,11.8,15.1,225.0
5487,通泰,34.0,26.8,20.5,23.0,40.3,25.4,25.75,25.7,18.85,20.0,23.5,35.3,29.35,27.45,27.8,34.6,54.8,44.2,19.3
5488,松普,45.5,23.5,17.55,30.3,32.2,15.0,16.2,22.35,12.5,7.85,7.79,8.9,7.55,9.75,10.9,10.35,12.75,8.19,47.65
5489,彩富,20.5,26.7,25.7,32.9,80.4,56.0,39.85,44.4,36.0,44.2,86.5,89.3,72.4,56.4,44.4,40.9,44.85,33.05,11.6
5490,同亨,72.0,52.5,40.5,46.2,72.5,29.5,28.5,44.4,40.8,35.8,56.0,61.7,129.5,77.0,75.5,50.0,36.5,35.75,72.0
5493,三聯,19.0,25.3,15.9,17.9,32.6,32.0,21.5,40.2,42.15,31.1,37.05,36.2,44.5,34.9,34.2,29.0,38.85,49.75,34.1
5498,凱崴,20.5,22.0,21.9,22.0,23.8,10.8,10.7,10.4,14.05,13.9,10.25,8.73,13.4,12.05,13.85,13.3,14.5,18.1,45.75
5508,永信建,15.8,57.5,63.6,61.0,59.0,98.0,74.8,51.0,36.1,57.4,87.2,82.1,66.5,32.8,34.8,34.55,35.45,45.45,22.7
5511,德昌,6.55,9.4,11.4,13.5,22.5,19.3,17.2,29.6,30.5,35.2,38.15,32.7,28.8,25.95,26.8,26.35,31.45,32.5,68.6
5512,力麒,12.9,15.2,12.4,28.25,28.55,33.55,19.05,20.7,19.85,16.15,16.75,15.6,14.1,10.8,10.55,14.6,11.8,11.45,32.85
5514,三豐,8.45,18.3,11.5,15.6,23.0,17.5,17.05,23.5,29.1,27.4,33.75,24.0,22.65,11.0,11.85,15.4,19.5,21.15,11.8
5515,建國,31.4,28.3,18.5,17.6,44.4,32.5,25.15,20.15,18.9,16.85,16.35,14.2,12.2,9.19,12.4,12.3,11.25,13.65,28.3
5516,雙喜,13.0,14.05,12.95,16.85,20.1,12.95,14.9,16.9,20.5,26.35,15.35,13.3,12.9,13.15,10.75,13.4,19.4,17.4,16.4
5519,隆大,8.5,15.2,26.25,50.0,53.0,44.6,30.0,43.5,56.7,40.8,39.8,33.0,22.7,14.25,13.2,14.9,18.1,17.75,17.7
5520,力泰,17.9,19.2,16.3,19.35,31.4,29.5,28.0,29.0,26.75,29.2,30.0,34.0,28.4,29.7,30.25,29.5,33.95,50.9,25.75
5521,工信,8.9,18.8,17.7,24.1,31.6,21.55,15.0,15.6,13.65,10.2,15.6,14.7,12.6,12.65,16.95,17.95,10.45,13.3,56.5
5522,遠雄,18.8,32.2,26.9,63.4,85.0,124.5,93.7,84.0,85.6,64.4,59.6,53.2,40.8,40.8,43.5,36.6,41.55,58.2,13.35
5523,豐謙,12.55,24.6,18.15,30.15,31.0,37.45,20.35,14.2,15.7,11.25,22.3,20.55,18.45,10.0,17.9,12.4,14.5,19.4,69.8
5525,順天,14.5,31.4,32.0,46.5,52.0,56.0,22.6,22.5,23.2,18.4,23.95,21.2,19.45,17.0,16.75,23.0,30.2,23.3,36.75
5529,鉅陞,32.4,39.0,23.4,35.0,33.0,37.7,14.1,12.75,14.15,27.4,96.0,31.5,15.65,13.7,15.3,10.05,9.2,10.45,29.45
5530,龍巖,5.45,9.2,37.8,53.1,27.2,18.5,21.5,124.0,140.5,107.5,112.5,102.5,93.2,59.9,79.6,72.4,67.1,64.5,22.7
5531,鄉林,19.5,39.9,47.8,69.0,124.0,115.0,46.0,44.35,56.3,31.8,27.2,27.5,18.9,13.65,11.9,14.4,13.4,20.1,65.2
5533,皇鼎,8.05,11.9,14.15,29.3,33.0,38.5,28.9,27.7,27.1,20.05,22.3,21.1,21.4,17.6,15.95,17.15,16.6,17.75,17.85
5534,長虹,22.1,47.0,47.0,103.0,91.6,111.0,89.0,88.8,96.0,86.4,131.0,94.3,72.9,66.2,79.9,99.5,92.0,91.8,20.0
5536,聖暉,,,,,,,,,185.0,141.0,154.5,129.5,98.0,98.8,221.5,244.5,195.0,222.5,85.8
5538,東明-KY,,,,,,,,,,,,34.55,34.4,29.4,37.2,46.45,37.95,40.45,206.5
5543,桓鼎-KY,,,,,,,,,,,,,,,26.85,25.15,22.35,74.8,57.8
5546,永固-KY,,,,,,,,,,,,,,,,,,,73.0
5601,台聯櫃,7.75,10.6,9.88,17.8,17.55,23.75,19.2,20.1,20.1,21.0,31.9,31.35,30.85,30.8,23.4,28.3,28.6,30.0,90.0
5603,陸海,8.75,16.4,16.5,14.7,23.75,18.9,12.15,15.5,17.0,13.8,12.35,26.25,25.8,16.4,14.15,12.85,11.85,25.4,42.0
5604,中連貨,18.3,20.6,28.55,34.45,29.55,44.0,23.7,30.1,29.5,26.85,28.9,41.0,40.0,40.0,34.2,33.25,43.7,73.7,50.4
5607,遠雄港,20.0,29.2,24.1,26.7,26.5,56.5,48.3,39.8,38.0,25.0,28.45,29.7,21.75,15.65,18.6,22.55,30.05,32.4,108.0
5608,四維航,19.4,44.3,39.5,32.2,82.0,76.7,59.4,48.05,39.9,30.5,23.4,21.6,19.15,13.6,11.8,9.68,10.95,15.2,60.0
5609,中菲行,21.3,18.2,17.4,43.75,57.6,52.8,36.1,37.2,30.8,23.9,21.65,26.0,25.3,21.9,24.9,22.0,28.4,73.8,76.3
5701,劍湖山,12.6,15.4,28.1,23.95,21.9,24.85,17.4,14.85,12.1,7.6,6.98,6.17,4.99,3.43,3.15,2.58,2.2,4.55,160.0
5703,亞都,18.0,23.1,24.0,35.4,38.8,44.7,41.15,34.9,35.3,29.25,26.2,28.4,24.2,25.25,27.0,27.0,27.0,28.05,17.0
5704,老爺知,19.0,24.7,28.35,48.35,35.5,34.3,27.45,26.4,24.8,22.8,26.1,46.2,47.5,48.1,26.8,24.45,26.45,36.95,28.3
5706,鳳凰,15.4,24.0,24.0,72.3,85.8,116.5,94.0,76.5,109.0,76.7,68.0,57.7,51.9,42.8,38.5,38.1,40.95,44.2,37.75
5820,日盛金,10.1,14.35,11.45,9.12,10.7,9.7,7.29,14.3,15.2,10.15,10.05,9.18,9.45,7.39,9.1,10.25,11.3,12.8,49.85
5864,致和證,,,,,,,,,,,,,,,,,11.95,15.55,13.0
5871,中租-KY,,,,,,,,,,69.3,97.8,82.5,86.9,58.8,90.0,114.0,144.5,170.5,29.8
5876,上海商銀,,,,,,,,,,,,,,,,,58.3,53.2,283.5
5878,台名,,,,,,,,,,,,,69.2,46.8,51.8,49.5,46.8,49.3,48.15
5880,合庫金,,,29.1,25.25,27.45,33.4,21.7,25.75,25.65,19.45,17.6,18.15,16.8,15.15,16.9,19.0,21.25,21.95,49.8
5902,德記,9.4,11.2,7.05,10.7,12.8,8.73,14.6,16.65,13.85,14.3,31.1,23.95,16.45,14.0,16.35,13.1,11.6,19.75,23.95
5903,全家,51.5,62.0,59.2,55.0,58.2,59.1,67.8,105.0,171.0,162.0,210.0,220.0,258.0,227.5,212.5,220.5,237.5,280.0,35.0
5904,寶雅,38.7,41.1,31.5,31.5,33.65,29.25,30.65,37.7,51.7,77.8,200.0,258.0,402.0,488.0,428.0,382.5,463.5,660.0,272.0
5905,南仁湖,,22.2,23.0,25.9,32.9,26.3,18.6,28.0,26.6,13.7,15.45,14.85,13.4,9.1,9.18,8.56,16.15,14.4,656.0
5906,台南-KY,,,,,,,,,,27.85,14.2,11.95,7.31,9.09,8.74,21.4,26.7,53.9,20.9
5907,大洋-KY,,,,,,,,,,,86.5,74.5,60.9,28.0,27.7,37.9,39.65,28.7,51.4
6005,群益證,13.15,17.9,15.6,15.35,23.9,26.3,20.2,20.5,16.3,13.15,11.85,12.3,11.65,9.89,12.2,12.3,11.25,14.3,26.25
6015,宏遠證,4.39,15.6,7.75,8.5,19.45,18.95,12.3,12.35,10.55,7.85,12.4,11.5,9.8,7.1,8.98,8.74,7.08,12.25,19.6
6016,康和證,9.6,18.5,11.45,10.6,21.2,18.95,13.0,13.0,11.7,8.6,8.78,9.58,8.6,7.11,9.91,10.1,8.48,14.7,29.05
6020,大展證,,29.9,19.4,18.5,34.65,26.5,19.7,20.3,20.7,16.95,20.95,25.5,19.85,13.9,16.35,15.7,13.35,17.0,19.65
6021,大慶證,,23.5,12.35,11.65,30.8,26.9,23.45,23.65,21.15,14.55,16.7,18.5,16.6,10.95,12.2,12.8,13.5,21.3,28.5
6023,元大期,,,,,,62.0,53.8,45.45,39.6,39.6,35.3,38.0,54.6,41.4,41.85,49.5,57.0,59.1,26.55
6024,群益期,,,,,,,,39.9,30.6,27.3,30.5,29.0,30.2,40.0,48.5,68.8,48.9,44.85,53.2
6026,福邦證,,,,,,,,,,,,,,,14.65,16.3,9.73,11.0,45.15
6101,寬魚國際,15.3,15.6,7.65,21.7,27.65,14.2,3.29,38.1,31.5,17.5,19.0,34.9,31.45,26.5,59.8,96.8,62.9,38.1,21.85
6103,合邦,74.0,70.5,41.55,28.7,35.65,13.95,7.61,7.37,5.58,3.85,3.4,5.26,14.4,22.0,17.6,16.3,12.6,10.8,46.0
6104,創惟,103.5,52.5,37.9,84.8,123.0,48.0,54.3,67.5,62.4,30.8,25.0,67.5,76.4,49.25,44.55,39.65,38.95,90.0,99.5
6108,競國,26.3,44.8,35.3,30.85,33.2,25.35,43.2,44.8,34.8,24.75,22.5,24.6,24.95,28.7,33.8,29.45,32.4,26.15,204.5
6109,亞元,13.35,11.8,14.2,15.05,18.0,12.4,18.95,26.5,15.9,11.15,12.9,18.0,16.85,15.75,14.9,13.25,11.3,17.75,26.35
6111,大宇資,47.8,42.4,21.9,13.5,21.0,21.0,52.5,48.5,28.15,24.0,20.55,89.5,151.0,138.0,264.5,153.0,177.5,99.9,33.9
6112,聚碩,18.3,18.5,13.5,17.5,29.4,25.6,30.2,30.2,29.7,33.55,34.5,40.6,37.8,29.8,31.85,37.5,37.4,47.2,85.0
6113,亞矽,15.8,20.9,8.4,9.37,11.65,9.91,16.0,30.9,24.75,13.15,12.45,16.7,12.1,12.0,11.2,12.2,8.3,14.85,46.0
6114,久威,16.4,36.9,38.4,13.5,16.6,8.2,14.85,5.95,5.25,5.66,14.3,100.5,85.8,74.5,86.7,52.4,55.0,34.3,17.85
6115,鎰勝,74.0,57.0,38.4,52.5,66.5,47.0,68.5,64.5,49.9,49.8,46.3,48.5,46.5,47.5,52.3,47.95,43.95,45.75,56.0
6116,彩晶,17.1,24.2,12.5,7.99,16.9,15.3,9.03,8.7,5.96,4.1,15.95,12.9,8.4,10.4,13.8,11.05,8.72,13.8,46.4
6117,迎廣,72.5,83.0,24.2,19.2,28.45,20.8,20.9,30.85,21.35,16.7,16.15,27.95,18.6,15.75,22.65,23.0,16.2,22.0,57.5
6118,建達,21.0,18.2,12.8,36.45,58.3,26.35,28.65,30.8,21.1,16.3,12.35,15.25,13.8,9.9,7.83,23.65,12.8,13.8,20.25
6120,達運,33.7,43.8,71.2,66.5,46.8,20.95,46.5,46.5,31.95,22.75,16.2,15.45,21.5,14.2,40.75,46.2,22.6,17.0,31.65
6121,新普,103.0,109.0,88.5,119.0,235.0,181.0,193.0,221.5,270.0,235.0,153.0,196.0,163.5,118.5,191.5,229.0,324.5,379.0,52.5
6122,擎邦,10.45,13.1,13.5,13.1,22.3,15.4,24.3,23.0,24.95,17.5,14.1,12.55,12.05,10.5,13.0,11.95,14.7,17.3,397.5
6123,上奇,14.45,15.9,14.7,23.8,34.7,30.8,27.7,55.1,71.6,47.9,48.4,38.8,32.4,39.0,47.8,60.4,50.0,44.3,12.95
6124,業強,35.3,47.0,62.8,43.8,56.2,32.55,37.1,51.8,44.15,35.8,36.5,31.8,29.9,38.95,33.9,27.85,53.9,48.7,55.5
6125,廣運,46.9,40.1,51.4,52.5,67.5,52.5,37.6,35.8,30.1,16.7,15.95,17.5,16.0,14.25,13.25,13.3,17.0,39.65,31.3
6126,信音,27.9,32.8,21.4,94.3,95.8,36.7,47.8,51.9,39.3,35.0,22.25,18.85,14.8,12.95,16.3,15.1,16.3,26.7,31.3
6127,九豪,30.4,17.5,9.7,14.8,24.25,14.8,18.95,31.55,31.45,15.0,12.45,16.95,18.45,14.95,22.75,48.7,19.75,25.5,34.95
6128,上福,44.0,38.5,26.7,38.5,37.8,23.25,56.8,56.0,38.4,33.05,36.95,40.7,38.35,48.05,51.0,44.0,37.2,31.25,41.6
6129,普誠,86.0,67.5,37.7,40.7,71.0,27.8,30.6,29.95,24.75,13.35,10.25,15.95,13.1,10.65,10.5,11.7,9.39,18.9,83.0
6130,星寶國際,37.2,32.4,7.15,23.6,180.0,55.6,,,,138.0,212.0,57.5,42.0,31.9,76.8,60.3,35.95,34.8,57.0
6133,金橋,43.2,33.3,26.8,32.6,35.95,20.35,14.95,19.4,12.4,9.39,11.5,14.75,12.2,10.4,13.45,12.45,9.18,10.2,36.45
6134,萬旭,58.5,48.9,46.8,37.1,73.2,56.3,95.2,95.2,36.6,17.1,14.85,12.8,9.42,13.8,18.0,15.3,8.98,13.75,42.0
6136,富爾特,91.5,90.0,29.85,21.55,31.0,30.5,36.55,42.8,42.25,31.4,29.3,28.7,28.0,25.2,26.2,24.9,22.0,20.05,76.5
6138,茂達,78.5,80.0,42.5,45.95,151.0,76.0,54.6,54.2,38.8,25.3,24.0,34.2,38.4,33.7,53.4,74.1,82.8,92.2,46.8
6139,亞翔,142.0,109.5,86.8,70.4,62.9,45.5,46.0,43.3,39.2,35.0,32.5,28.95,25.05,43.5,42.25,39.3,34.05,34.75,278.5
6140,訊達,13.25,15.1,7.92,14.2,18.4,13.75,16.2,24.9,16.15,14.35,15.3,16.95,15.05,14.15,15.0,13.65,13.4,31.45,35.55
6141,柏承,63.0,61.0,36.9,42.4,56.0,42.6,29.2,29.2,26.2,17.3,11.9,14.9,14.8,11.2,21.35,40.3,25.6,31.95,49.4
6142,友勁,35.3,36.0,53.3,45.9,48.4,28.0,19.2,19.65,15.2,11.0,10.9,10.5,7.53,7.3,10.4,9.51,9.93,10.8,36.95
6143,振曜,14.7,13.9,21.1,39.85,139.0,59.0,141.0,131.0,74.9,54.6,86.4,87.8,74.5,81.4,74.9,53.4,51.9,42.3,19.85
6144,得利影,13.8,15.0,10.6,12.55,14.2,14.85,11.55,17.7,13.5,12.45,13.5,13.55,11.3,10.25,12.6,12.7,12.4,15.05,66.3
6146,耕興,61.5,66.0,63.5,61.9,66.7,52.6,68.5,73.0,82.1,73.6,149.5,178.0,230.0,205.5,192.5,179.5,224.0,280.5,61.5
6147,頎邦,38.4,57.0,58.3,57.7,54.0,38.6,32.2,57.5,56.2,60.0,83.4,61.7,76.4,61.2,63.5,72.6,76.9,69.8,277.0
6148,驊宏資,23.6,13.65,7.09,9.5,9.85,6.45,7.43,14.1,9.24,6.97,7.59,13.9,10.3,8.99,6.14,10.4,13.6,21.25,88.3
6150,撼訊,43.9,54.5,26.2,21.7,42.1,26.5,55.4,77.3,45.0,24.5,18.05,19.2,11.95,20.85,89.5,420.0,90.2,149.0,19.9
6151,晉倫,27.8,25.7,21.1,22.25,24.0,16.95,32.75,92.5,83.2,29.25,26.2,24.6,24.6,29.2,30.0,26.25,21.25,24.5,245.0
6152,百一,62.0,85.5,48.8,38.6,61.8,38.6,41.0,40.3,31.95,28.7,29.2,24.3,14.5,13.3,11.2,9.79,8.22,14.55,52.1
6153,嘉聯益,51.5,69.0,56.0,40.4,32.8,18.15,27.65,48.85,70.7,60.8,39.8,48.05,37.45,24.85,50.1,76.3,43.5,40.4,32.9
6154,順發,56.5,52.0,41.5,93.0,88.6,51.4,32.7,34.95,28.9,27.9,23.4,24.0,21.9,18.05,17.85,22.0,16.1,14.7,41.35
6155,鈞寶,42.9,45.2,35.85,33.8,62.0,42.5,37.4,43.25,32.5,21.95,22.55,34.25,26.4,20.0,25.7,55.9,31.0,30.2,37.1
6156,松上,40.9,65.5,32.05,37.3,26.25,17.1,8.29,8.7,6.0,12.85,9.94,15.3,16.15,19.9,37.85,24.6,21.45,23.9,33.45
6158,禾昌,76.0,75.0,69.7,55.8,86.0,52.6,73.5,75.5,42.9,24.9,18.45,16.65,20.35,23.6,28.6,24.95,50.6,36.9,69.5
6160,欣技,71.5,74.5,91.7,82.5,136.0,87.5,53.4,49.5,44.0,36.0,24.7,40.3,29.2,36.8,28.7,28.85,24.6,18.95,40.95
6161,捷波,40.6,24.8,16.6,18.9,36.5,18.5,19.0,29.2,16.4,17.0,11.95,10.3,9.9,12.4,16.9,23.7,23.2,20.9,34.8
6163,華電網,20.8,14.05,16.95,13.0,31.9,31.8,33.1,26.9,19.5,23.0,22.95,28.5,18.5,14.2,14.95,15.85,21.55,19.5,33.9
6164,華興,17.7,19.2,16.45,23.9,52.0,30.4,32.0,31.35,33.55,18.7,21.0,24.7,17.65,15.2,15.95,13.8,9.25,12.7,23.2
6165,浪凡,23.7,28.8,15.5,20.5,27.8,28.4,14.45,17.15,9.2,6.06,9.79,13.75,14.55,21.35,67.9,33.8,20.9,91.2,22.5
6166,凌華,53.0,56.5,36.85,43.9,58.0,41.9,30.05,61.7,63.6,45.0,58.0,87.2,123.5,81.9,77.4,66.1,54.4,92.6,53.2
6167,久正,29.0,31.3,14.65,15.5,25.55,15.3,6.5,7.81,5.17,3.15,2.71,4.5,7.98,8.8,10.25,8.34,9.42,8.22,73.1
6168,宏齊,64.0,70.5,39.7,50.5,53.1,50.5,36.05,45.85,40.0,23.05,17.3,26.4,21.5,13.8,23.65,24.0,17.75,19.4,62.5
6169,昱泉,20.3,17.5,16.0,23.0,47.2,40.25,168.5,195.0,76.5,43.6,36.35,36.8,33.1,40.75,66.8,49.3,31.5,64.4,36.75
6170,統振,79.0,55.5,29.6,29.55,62.6,42.0,42.0,42.0,28.6,27.8,14.95,16.3,13.8,12.6,15.65,15.4,20.05,23.7,66.5
6171,大城地產,16.8,18.0,11.3,15.25,15.8,11.75,12.7,14.35,15.75,24.95,24.6,19.75,18.75,13.85,13.1,14.4,24.7,26.6,56.4
6172,互億,34.2,36.0,27.0,18.9,16.2,8.43,6.19,19.95,13.9,6.9,9.51,9.0,8.34,12.05,14.8,18.7,25.85,30.3,31.65
6173,信昌電,19.3,17.1,15.15,15.1,29.8,19.85,27.8,47.5,38.4,15.3,12.35,13.95,13.9,19.7,43.0,146.5,80.3,76.4,45.7
6174,安碁,22.4,20.9,14.35,8.86,9.21,11.9,10.8,17.75,17.0,10.25,20.3,29.1,23.0,16.7,16.5,27.2,18.2,15.0,80.4
6175,立敦,20.8,26.5,11.5,9.18,12.5,9.11,8.93,31.4,37.2,25.4,14.0,21.45,20.1,15.2,44.8,68.7,29.95,37.25,38.0
6176,瑞儀,99.0,109.5,118.5,89.0,61.8,50.4,49.0,65.0,121.0,158.5,123.0,144.0,120.0,75.4,82.5,88.6,129.0,130.5,68.0
6177,達麗,16.2,19.4,17.8,24.2,33.5,27.9,25.0,35.9,38.5,32.8,41.0,40.0,46.95,25.1,36.3,40.0,34.3,34.9,132.5
6179,亞通,70.0,64.5,20.95,24.6,23.45,16.05,16.0,19.25,14.0,10.8,15.45,42.8,46.45,54.8,56.8,46.75,37.5,44.8,38.1
6180,橘子,68.5,35.3,20.3,38.3,48.0,36.95,68.8,62.8,52.4,37.0,29.15,41.0,50.7,42.7,119.5,96.7,82.2,82.3,64.5
6182,合晶,15.7,19.6,43.65,75.0,268.5,190.5,70.0,60.5,58.5,29.5,18.4,19.45,16.45,14.6,48.6,75.6,41.45,49.5,72.4
6183,關貿,18.2,14.95,14.0,17.0,23.2,19.85,21.6,22.8,20.3,25.5,34.4,32.3,28.95,27.8,32.0,36.7,38.0,59.0,88.4
6184,大豐電,39.3,38.7,33.15,37.8,53.0,48.0,47.0,60.0,67.4,66.9,64.0,55.5,61.2,51.4,41.4,42.5,40.8,45.5,52.3
6185,幃翔,92.0,73.5,39.3,34.4,36.3,22.2,33.1,36.5,30.7,22.9,35.0,55.8,41.95,24.5,24.5,21.2,28.6,23.05,79.0
6186,新潤,24.5,20.6,14.75,23.95,44.4,25.45,32.7,31.15,22.0,25.85,42.3,41.0,31.45,26.9,24.85,19.2,34.6,35.0,16.35
6187,萬潤,51.0,61.5,30.7,37.5,39.65,49.0,47.6,63.6,41.8,19.2,34.55,69.5,67.2,72.5,80.1,77.7,50.0,98.7,38.0
6188,廣明,387.0,215.0,49.2,63.7,67.2,46.6,70.2,65.3,32.85,26.5,33.15,44.4,37.0,33.7,47.65,34.95,60.2,44.0,232.0
6189,豐藝,59.5,67.5,47.5,43.4,48.5,33.5,25.3,27.95,23.9,25.4,33.1,41.0,39.6,36.05,33.5,30.0,36.4,38.3,56.5
6190,萬泰科,22.6,37.4,13.3,23.9,29.95,19.6,18.3,19.0,15.1,10.45,7.54,11.1,8.15,13.4,16.55,19.85,21.2,18.6,43.7
6191,精成科,81.0,92.5,74.1,74.3,66.5,44.0,26.0,26.7,20.25,16.85,11.7,11.95,11.25,14.15,14.95,18.35,18.2,28.0,39.7
6192,巨路,72.0,46.0,38.95,45.5,94.5,71.7,68.8,64.6,88.7,70.4,77.3,81.7,65.2,55.9,64.9,72.6,97.9,81.2,48.9
6194,育富,49.8,64.5,95.1,88.4,78.7,52.3,44.6,44.25,27.0,25.2,22.45,22.3,20.8,22.0,20.3,20.9,28.25,38.8,80.2
6195,詩肯,88.0,40.0,7.65,,23.85,15.0,21.6,56.6,69.5,69.8,120.0,116.0,81.0,54.9,64.1,63.8,49.5,49.95,84.0
6196,帆宣,122.0,92.0,52.5,35.8,34.9,21.8,20.6,19.85,26.9,25.3,23.0,27.2,31.65,31.3,45.8,82.8,94.8,137.5,96.0
6197,佳必琪,96.0,99.5,57.5,76.7,223.0,93.9,98.7,175.0,70.0,39.0,29.3,43.35,44.6,30.95,41.9,33.95,36.15,44.8,165.0
6198,凌泰,63.5,32.5,16.7,21.05,41.2,16.8,17.25,16.0,11.5,7.44,17.5,22.0,17.9,25.0,30.0,20.2,18.8,37.8,47.0
6199,天品,37.3,44.9,15.1,15.5,32.9,19.65,16.8,17.7,10.85,22.5,24.7,26.75,20.5,29.35,27.9,27.5,16.45,15.45,45.95
6201,亞弘電,82.5,64.0,30.5,32.95,49.3,36.0,31.5,34.7,29.4,29.35,30.6,27.35,27.3,37.6,36.2,32.35,37.2,39.4,55.5
6202,盛群,32.6,43.5,49.8,69.6,115.0,57.5,46.8,53.1,45.95,37.05,49.9,71.6,61.9,56.4,84.5,88.0,78.7,77.7,57.0
6203,海韻電,40.1,26.5,54.5,113.5,254.0,253.0,76.5,94.4,56.0,44.8,40.0,74.6,51.1,36.1,33.0,54.5,42.6,90.5,151.5
6204,艾華,46.5,41.6,31.15,46.35,49.1,33.7,34.75,36.8,35.5,26.4,26.5,34.6,28.15,24.4,25.55,41.0,27.8,146.0,131.5
6205,詮欣,49.8,46.8,49.2,49.5,76.9,61.3,33.05,42.8,25.0,18.5,28.2,41.35,38.9,33.6,45.0,31.45,29.3,52.6,139.5
6206,飛捷,65.0,63.5,61.5,77.4,177.0,130.0,93.5,98.0,93.5,77.6,128.0,140.5,136.0,118.5,105.0,88.0,82.3,76.5,57.8
6207,雷科,56.5,69.5,32.0,46.7,60.9,50.8,30.25,55.2,54.2,37.6,25.0,29.5,33.5,28.5,39.15,56.2,32.7,31.75,75.0
6208,日揚,41.0,38.2,31.7,45.0,37.8,20.45,15.6,16.95,21.2,15.6,12.95,25.25,16.85,15.1,32.05,35.2,31.4,42.95,37.6
6209,今國光,181.0,166.0,122.5,95.7,61.8,34.1,25.4,52.0,59.9,49.5,40.05,32.4,26.4,26.5,61.2,41.4,37.15,40.95,103.0
6210,慶生,,10.7,7.85,11.95,22.3,44.1,24.3,53.9,64.6,55.0,51.7,49.45,69.5,48.7,46.4,44.35,51.7,57.8,46.45
6212,理銘,81.0,33.3,9.73,12.05,15.9,11.0,17.4,16.95,13.55,12.75,24.75,37.0,32.0,33.2,32.0,60.0,45.0,62.0,57.5
6213,聯茂,29.6,29.9,26.35,32.8,53.0,39.7,32.3,52.6,50.8,37.9,35.85,36.3,27.2,36.25,75.5,79.0,170.5,158.0,64.9
6214,精誠,,67.0,43.1,41.6,49.0,34.2,53.0,54.6,47.45,35.3,69.9,75.9,85.0,62.0,70.0,68.8,77.9,89.8,170.5
6215,和椿,50.5,36.5,73.9,105.5,67.2,46.5,33.75,36.5,32.0,16.65,23.5,30.75,26.45,17.35,23.95,29.8,21.05,18.65,92.2
6216,居易,,173.0,70.9,33.7,53.7,32.9,28.1,29.6,22.5,26.35,25.5,33.65,33.6,32.5,36.35,30.5,29.5,28.4,39.9
6217,中探針,,32.4,15.3,18.15,18.4,9.41,23.7,74.4,53.3,49.25,37.6,48.6,58.1,49.25,41.0,35.1,43.0,41.4,33.55
6218,豪勉,,41.0,30.0,45.1,47.65,32.9,27.9,33.7,51.1,36.25,25.35,25.7,25.6,26.5,24.2,21.45,24.4,21.9,65.3
6219,富旺,,10.8,4.09,11.8,18.85,7.45,14.5,34.55,25.5,26.0,24.85,22.8,19.5,12.4,11.4,15.8,19.35,21.65,25.35
6220,岳豐,,20.7,18.5,31.0,35.9,16.95,24.2,29.8,22.9,15.6,13.15,19.6,19.55,61.6,75.2,60.5,34.05,33.5,27.5
6221,晉泰,,19.8,11.0,14.7,19.65,15.2,12.05,19.95,21.2,35.25,27.2,29.7,24.95,28.0,26.5,33.0,58.0,73.1,31.6
6222,上揚,,24.5,15.0,15.0,26.75,12.25,7.95,16.8,11.7,12.85,9.75,12.3,18.95,13.3,,14.3,15.05,17.35,74.8
6223,旺矽,,103.5,94.5,134.0,168.0,106.0,92.0,134.0,141.5,84.9,76.8,134.0,128.0,92.1,121.0,73.7,84.1,167.0,16.6
6224,聚鼎,,46.9,32.6,34.4,77.0,40.45,65.5,78.2,74.9,64.4,66.8,88.0,81.4,66.8,66.5,78.0,74.3,104.5,173.0
6225,天瀚,,53.0,16.9,12.9,27.25,19.8,48.0,44.75,20.8,5.72,5.95,13.9,6.6,4.78,3.99,6.86,3.59,5.47,188.0
6226,光鼎,,18.4,13.7,17.85,25.7,17.1,19.5,19.6,18.25,11.2,14.0,15.6,10.85,7.65,12.35,12.0,9.1,11.9,12.0
6227,茂綸,,65.5,42.6,28.75,29.5,17.15,18.15,28.2,19.0,13.3,14.2,22.3,20.95,50.9,26.45,30.5,32.85,40.35,20.3
6228,全譜,,29.8,8.31,12.9,14.5,10.4,14.4,14.8,11.75,7.88,13.7,38.0,37.8,15.0,13.5,13.25,8.68,10.1,44.75
6229,研通,,29.1,20.9,35.8,45.0,25.45,21.7,24.0,19.5,12.9,21.0,24.05,16.8,16.5,22.45,21.0,18.2,36.5,16.3
6230,尼得科超眾,,83.5,72.2,39.5,80.3,37.45,59.2,59.2,44.75,46.4,115.0,116.5,133.5,196.5,158.0,149.0,300.0,294.5,56.0
6231,系微,,28.5,70.6,53.0,149.0,134.0,208.0,166.0,179.5,166.0,81.0,69.5,51.5,37.4,68.8,52.7,78.5,145.0,239.0
6233,旺玖,,177.0,88.7,53.8,96.0,45.7,51.8,53.3,42.4,20.65,17.8,26.7,20.4,13.95,13.15,11.4,17.05,36.6,112.0
6234,高僑,,99.0,147.0,145.0,73.0,36.5,35.05,34.2,32.55,17.75,21.85,41.85,35.25,30.75,21.1,20.4,33.85,34.4,55.4
